,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,subject
beta_2,1.3308784945799457,0.01371072922831298,0.4143320622179723,0.6407459532158296,1.0244226202628992,1.2843460292134565,1.5902777076478984,2.257325421471793,913.2211791324204,0.9983359320777477,30BUDKLTXDVUDNIN42H3A5HRS51E5M
eta_1,0.417987889207815,0.007873199814913459,0.16622477372587235,0.06641133929622771,0.3161555080118537,0.4223784587663577,0.525217782952026,0.7454091286357466,445.74753858921656,0.9998738257907226,30BUDKLTXDVUDNIN42H3A5HRS51E5M
eta_2,0.6003057599373549,0.006209948439984671,0.20404884823055086,0.21285729643733264,0.4419870593815317,0.6006791855710751,0.7621439133511421,0.9589846206857534,1079.6731638354822,0.9987401262775593,30BUDKLTXDVUDNIN42H3A5HRS51E5M
lp__,-256.6452496487901,0.14438630797156238,2.0695212977009545,-261.78838286015286,-257.6560562812168,-256.110221349065,-255.17073480103824,-254.12178164628264,205.44131083209194,1.0055384076582825,30BUDKLTXDVUDNIN42H3A5HRS51E5M
w_pr,-1.5483041933175552,0.022461907316166606,0.5959684898520267,-2.902277454814743,-1.9088150633068053,-1.503215821809459,-1.1081927864527827,-0.5502155285317462,703.9686754155263,0.999738891499743,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
beta_1_pr,0.803753676386309,0.005608430130200631,0.15061805172210616,0.5461911266964605,0.7051371452179573,0.7859314983413317,0.8908102403114418,1.1576022172140166,721.226081495032,1.0002226872213333,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
beta_2_pr,0.2634083366983828,0.0016807408614311946,0.05155675042317339,0.17195839035811408,0.22724502801894392,0.2623946884203749,0.2966029287897911,0.371234049934547,940.9565192484964,1.0043941074837799,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
eta_1_pr,-1.0324502566833675,0.0025076482085899625,0.08043421788285826,-1.1903165819499897,-1.0865127563349748,-1.0300904603248648,-0.9785678984736585,-0.8762240371848136,1028.8414804805986,0.9995033988700919,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
eta_2_pr,0.33076569214488327,0.013703955152489317,0.3836123814894932,-0.24317942991372898,0.06215907883201868,0.2660534306921104,0.5324715208569515,1.2283160930961887,783.5981007225635,1.007212728006208,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
w,0.08970664310820153,0.002634620420099276,0.07813814918122981,0.0017236247910490385,0.028188285555893214,0.06653270963372013,0.13394992295524327,0.2909493953401783,879.6099493000354,0.9985592719896841,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
beta_1,8.03753676386309,0.05608430130200635,1.5061805172210614,5.461911266964604,7.051371452179574,7.859314983413317,8.90810240311442,11.576022172140165,721.2260814950307,1.0002226872213333,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
beta_2,2.6340833669838277,0.016807408614311938,0.5155675042317339,1.7195839035811409,2.272450280189439,2.6239468842037486,2.9660292878979106,3.71234049934547,940.9565192484974,1.0043941074837799,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
eta_1,0.15173707001161352,0.0005816783498944172,0.01877025074219814,0.11705184693953685,0.13867775180864164,0.15151141629018733,0.16390162700013078,0.1904137812840584,1041.2963572189228,0.999637508845499,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
eta_2,0.6190998499116819,0.004194620425479914,0.12699989618601956,0.40383329950947267,0.5248101790892787,0.6050079063352295,0.7029382202604203,0.8902328530528696,916.6876857201748,1.0064443719972556,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
lp__,-216.1303765900343,0.0639556157615548,1.6564530299182234,-220.40791820435115,-216.9239717562379,-215.78738155992045,-214.96978063369875,-213.95361392718775,670.8120910102958,1.0010091974976867,30BUDKLTXDVUDNIN42H3A5HRSWAE5D
w_pr,2.0035713792706655,0.015252987955527209,0.4576457885970347,1.2492165401976605,1.6675019365242223,1.9593599918919882,2.297509961880865,3.032668594951502,900.2208880374379,1.0002915066869185,30BUDKLTXDVUDNIN42H3A5HRSXWE51
beta_1_pr,3.0426593764320655,0.010931452251774542,0.4469462697025647,2.2124358377600264,2.7351569913263267,3.011827085198875,3.3540139955475192,3.9410214417965346,1671.686786098432,1.0004720988841977,30BUDKLTXDVUDNIN42H3A5HRSXWE51
beta_2_pr,0.3742320233897828,0.0015400801588284086,0.06011495785249035,0.26183582298836033,0.33095795410970474,0.3700944345902514,0.41221290057923043,0.49896604589084265,1523.6262358606884,0.9995998981090811,30BUDKLTXDVUDNIN42H3A5HRSXWE51
eta_1_pr,-1.4929219123818693,0.002611898445292154,0.09927873095209426,-1.6780081888575802,-1.561365531666388,-1.4928812621827419,-1.4243614867665668,-1.3014031625140248,1444.7738099675328,0.9994711338197616,30BUDKLTXDVUDNIN42H3A5HRSXWE51
eta_2_pr,0.11682637774231261,0.004770676487692542,0.1971500664688636,-0.22576879832020272,-0.02384476341819319,0.10484439420708667,0.2367483422209032,0.5447158441380111,1707.7878595380719,0.9995948661014097,30BUDKLTXDVUDNIN42H3A5HRSXWE51
w,0.9670238548450716,0.0007252682388874967,0.028329127949535234,0.8940980364304052,0.9521728709240028,0.9749383892987221,0.9892943415955396,0.9989018388242531,1525.699814836437,0.9993440433672546,30BUDKLTXDVUDNIN42H3A5HRSXWE51
beta_1,30.426593764320657,0.10931452251774543,4.469462697025647,22.124358377600267,27.351569913263265,30.11827085198875,33.5401399554752,39.41021441796535,1671.686786098432,1.0004720988841977,30BUDKLTXDVUDNIN42H3A5HRSXWE51
beta_2,3.7423202338978285,0.015400801588284089,0.6011495785249036,2.6183582298836034,3.3095795410970474,3.7009443459025135,4.122129005792304,4.989660458908427,1523.6262358606884,0.999599898109081,30BUDKLTXDVUDNIN42H3A5HRSXWE51
eta_1,0.06882602194001965,0.0003477376419758809,0.013188225787042842,0.04678996614950071,0.05935570934786548,0.06787541104269687,0.07731065302361381,0.09668228307433387,1438.3657657699184,0.999517833798236,30BUDKLTXDVUDNIN42H3A5HRSXWE51
eta_2,0.5454922609374722,0.001842760898500574,0.07630452467943732,0.4105964766666326,0.4904773140695253,0.5417974091521991,0.5936718059608836,0.7071623159051743,1714.5991572858084,0.999566062876687,30BUDKLTXDVUDNIN42H3A5HRSXWE51
lp__,-188.19323520339537,0.05338055269422858,1.4442682872711332,-191.79654129402124,-188.97931432214207,-187.916199899522,-187.12756200552343,-186.18033518788872,732.0312451259989,1.0018596314112946,30BUDKLTXDVUDNIN42H3A5HRSXWE51
w_pr,-1.9732849037034963,0.013829844831018255,0.4609928424332192,-3.025773380437113,-2.2213128705997196,-1.9218327902630383,-1.661944571199908,-1.2193869044705683,1111.1015411646713,1.0046154727050027,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
beta_1_pr,0.4297464497123452,0.0021347374140101524,0.0760732193436238,0.2975180014502982,0.37582010316177306,0.4234223315074854,0.4760134694762893,0.6041973388010208,1269.9150428176415,1.000806361445454,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
beta_2_pr,0.1642668119859924,0.000905212795901193,0.03296929738115827,0.10782591964974382,0.1409416144616218,0.16139331984450306,0.18615634026590444,0.23624954666136333,1326.5328672128433,0.999336473173544,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
eta_1_pr,0.995390232457113,0.015777592929729526,0.39931063962869373,0.39101955546695966,0.722218147076875,0.9289714024522038,1.1976717192639978,1.9917184118952274,640.5311729615855,1.0018668875568886,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
eta_2_pr,1.2156463839809986,0.01525106973103667,0.5711030721559012,0.23086185417922203,0.8196275955589636,1.168780303534342,1.5491509968502382,2.508784936617863,1402.259462239131,0.9989381704698296,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
w,0.03498414285898837,0.0007766989032572388,0.030090889312302804,0.0011253838579945573,0.01309762603108858,0.027353735127375944,0.048382703666137866,0.11144933569761406,1500.9445993488127,1.0019872270669068,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
beta_1,4.297464497123452,0.021347374140101523,0.7607321934362381,2.9751800145029823,3.7582010316177303,4.234223315074855,4.760134694762893,6.041973388010208,1269.915042817642,1.000806361445454,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
beta_2,1.6426681198599242,0.00905212795901193,0.32969297381158275,1.0782591964974382,1.4094161446162181,1.6139331984450305,1.8615634026590442,2.3624954666136335,1326.5328672128433,0.999336473173544,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
eta_1,0.8226166257184983,0.0024036411024335076,0.085148584827414,0.6522425508708959,0.7650190277519017,0.8235653037037474,0.8843842133585842,0.9767845677043101,1254.9187984357695,1.0002801046901542,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
eta_2,0.8550270599046819,0.0027847696052767474,0.10809592504153426,0.5913845651822166,0.7938496476745633,0.8786705146015512,0.9391891515831647,0.9940722252561046,1506.7461988150976,0.9989724109929365,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
lp__,-203.83135224285604,0.06841250804914424,1.6627801917529434,-207.7318499607024,-204.76803365278226,-203.45455182817142,-202.5922897781931,-201.62227331108258,590.7431031078665,1.0064044748186,30BXRYBRP4X0AGO9Q4CIL8RH3P1WHI
w_pr,2.528425054971936,0.010114550886525218,0.39152034999680596,1.8470640087642778,2.256110648599593,2.4961471419377137,2.7717522233719114,3.410096740693204,1498.3575934156886,0.9984664232986203,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
beta_1_pr,-3.741068730817771,0.018458850831290154,0.5805214993802726,-4.915956566843037,-4.11146166715167,-3.7263065597798244,-3.339969576841879,-2.6876344140081763,989.0706078224691,1.001636530803467,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
beta_2_pr,0.39190267758495245,0.0019493733285465705,0.06756673575027482,0.271881968515069,0.34438608700590445,0.38953013339701853,0.43362677918583603,0.536495442851987,1201.3673826326549,0.9996262142667444,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
eta_1_pr,-2.091494767717731,0.0022631679859536685,0.07573471589895094,-2.239841426214808,-2.1427557866127156,-2.0907571303185986,-2.0389075055980705,-1.9432407965871312,1119.8411418402325,1.0021743888842236,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
eta_2_pr,0.21855143896743637,0.007859068683237259,0.26605451762238425,-0.2536112487835204,0.02772583727900777,0.20706831181489094,0.38943838891551347,0.7653125577128762,1146.038234243372,1.00183801746862,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
w,0.9912453436980898,0.00020905444725449475,0.008597080823929366,0.9675637645403196,0.9880458547978186,0.9938507383777232,0.9973503550685247,0.9997377733493797,1691.154158164664,0.9989616635735469,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
beta_1,-37.41068730817771,0.18458850831290174,5.805214993802727,-49.15956566843037,-41.1146166715167,-37.263065597798246,-33.39969576841879,-26.876344140081763,989.0706078224673,1.001636530803467,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
beta_2,3.9190267758495247,0.019493733285465706,0.6756673575027482,2.7188196851506903,3.4438608700590443,3.8953013339701856,4.33626779185836,5.36495442851987,1201.3673826326549,0.9996262142667444,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
eta_1,0.018488283885422358,0.00010091276113190369,0.003470652528079926,0.012477700460906654,0.016024947064753763,0.01825201124351757,0.02072590067251634,0.026025887091835558,1182.8511389592927,1.0022505962106039,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
eta_2,0.5833933487690681,0.0029007018538330064,0.09967976408870885,0.39979484510459457,0.511072264907106,0.5821094170975438,0.6516577989525176,0.7780418190062283,1180.8855760385372,1.0016220115054002,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
lp__,-187.33220788925576,0.05892063165208839,1.6194786213864063,-191.27215833560496,-188.1158526643166,-187.00182909375624,-186.13363085147915,-185.22185903948824,755.4672647093504,1.0043127727474566,30BXRYBRP4X0AGO9Q4CIL8RH4RNWH9
w_pr,-2.748646279181691,0.012696286928915548,0.4071235546532883,-3.6480832875260774,-2.97755608761844,-2.7206423389136436,-2.4669216989133753,-2.054547524694077,1028.2506724549899,1.0003305687474644,30H4UDGLT2IWILSJ5FE0LJRHRG6PM2
beta_1_pr,1.4265617130445332,0.008946721130538867,0.2683297541175395,0.9619214562812648,1.2386658659244207,1.4115803757156793,1.5990467648681164,1.977594734841808,899.5180122016125,0.9997612944043026,30H4UDGLT2IWILSJ5FE0LJRHRG6PM2
